,Date,Polarity Score(Scaled),Polarity Score(Unscaled),Label
582,2010-11-30,-1.1173377,-0.9854142,0
583,2010-12-01,0.9353572,0.96891856,1
584,2010-12-02,0.96677864,0.9988343,1
585,2010-12-03,0.96799374,0.9999912,1
586,2010-12-06,-1.1102549,-0.9786708,0
587,2010-12-07,-1.1326386,-0.99998194,0
588,2010-12-08,0.9664226,0.99849534,1
589,2010-12-09,-1.1262827,-0.99393064,0
590,2010-12-10,0.96072555,0.99307126,1
591,2010-12-13,0.96799517,0.99999255,1
592,2010-12-14,0.9652348,0.99736446,1
593,2010-12-15,-0.9108911,-0.7888603,0
594,2010-12-16,0.96547234,0.9975906,1
595,2010-12-17,-1.1163211,-0.98444635,0
596,2010-12-20,-1.1312118,-0.99862343,0
597,2010-12-21,0.9679444,0.9999442,1
598,2010-12-22,0.94806623,0.98101854,1
599,2010-12-23,0.9679932,0.99999064,1
600,2010-12-27,-1.1270134,-0.9946264,0
601,2010-12-28,0.9674327,0.999457,1
602,2010-12-29,0.9499031,0.9827674,1
603,2010-12-30,-1.1326575,-1.0,0
604,2010-12-31,0.967635,0.9996496,1
605,2011-01-03,0.9537996,0.9864772,1
606,2011-01-04,0.9678913,0.9998936,1
607,2011-01-05,0.8852052,0.92116976,1
608,2011-01-06,-1.1278325,-0.99540627,0
609,2011-01-07,-1.1300117,-0.997481,0
610,2011-01-10,-1.1320623,-0.9994332,0
611,2011-01-11,0.96593714,0.9980331,1
612,2011-01-12,0.96797246,0.9999709,1
613,2011-01-13,-1.1247288,-0.9924512,0
614,2011-01-14,0.95738214,0.9898881,1
615,2011-01-18,0.89736354,0.93274546,1
616,2011-01-19,-1.1324471,-0.99979967,0
617,2011-01-20,-1.1325724,-0.99991894,0
618,2011-01-21,0.9607828,0.9931258,1
619,2011-01-24,0.9639379,0.9961297,1
620,2011-01-25,-1.1326574,-0.9999998,0
621,2011-01-26,0.95592755,0.98850316,1
622,2011-01-27,0.9613274,0.99364424,1
623,2011-01-28,-1.1324983,-0.99984837,0
624,2011-01-31,0.96200794,0.9942922,1
625,2011-02-01,0.9572047,0.98971915,1
626,2011-02-02,0.87226146,0.90884626,1
627,2011-02-03,0.9408433,0.9741417,1
628,2011-02-04,0.96536493,0.9974883,1
629,2011-02-07,0.9677206,0.9997311,1
630,2011-02-08,0.9675897,0.9996065,1
631,2011-02-09,0.9534148,0.9861108,1
632,2011-02-10,-1.1326195,-0.99996376,0
633,2011-02-11,0.96331185,0.99553365,1
634,2011-02-14,-1.1323225,-0.99968106,0
635,2011-02-15,-1.1326224,-0.99996644,0
636,2011-02-16,0.95268923,0.98542005,1
637,2011-02-17,0.9545865,0.98722637,1
638,2011-02-18,0.87983584,0.91605765,1
639,2011-02-22,-1.1223146,-0.99015266,0
640,2011-02-23,-1.1301801,-0.99764127,0
641,2011-02-24,-1.1079589,-0.9764849,0
642,2011-02-25,0.9666043,0.9986683,1
643,2011-02-28,0.9076254,0.94251555,1
644,2011-03-01,-1.1164026,-0.984524,0
645,2011-03-02,0.9542181,0.98687565,1
646,2011-03-03,0.9629705,0.9952086,1
647,2011-03-04,-0.9413534,-0.81786287,0
648,2011-03-07,-1.1317981,-0.99918187,0
649,2011-03-08,0.9675471,0.99956596,1
650,2011-03-09,-1.0534768,-0.9246135,0
651,2011-03-10,-1.124405,-0.99214286,0
652,2011-03-11,0.96181,0.9941037,1
653,2011-03-14,-1.1306419,-0.9980809,0
654,2011-03-15,-0.99858963,-0.8723565,0
655,2011-03-16,-1.1303494,-0.9978025,0
656,2011-03-17,0.9667081,0.99876714,1
657,2011-03-18,0.65542805,0.7024032,1
658,2011-03-21,0.9334051,0.96705997,1
659,2011-03-22,-1.0190396,-0.89182657,0
660,2011-03-23,0.9675417,0.9995608,1
661,2011-03-24,0.96640235,0.998476,1
662,2011-03-25,0.96800303,1.0,1
663,2011-03-28,-1.1309006,-0.99832726,0
664,2011-03-29,0.9679987,0.9999959,1
665,2011-03-30,0.96800077,0.99999785,1
666,2011-03-31,-1.1324596,-0.99981165,0
667,2011-04-01,0.96718425,0.9992205,1
668,2011-04-04,0.86171323,0.8988035,1
669,2011-04-05,-1.1326575,-1.0,0
670,2011-04-06,0.95231736,0.985066,1
671,2011-04-07,-1.1092488,-0.9777129,0
672,2011-04-08,0.20937324,0.27772266,0
673,2011-04-11,0.82606846,0.86486673,1
674,2011-04-12,-1.1244912,-0.99222505,0
675,2011-04-13,0.9679539,0.99995327,1
676,2011-04-14,0.96689624,0.99894625,1
677,2011-04-15,0.96800274,0.99999976,1
678,2011-04-18,-1.1200291,-0.9879766,0
679,2011-04-19,0.96786445,0.9998681,1
680,2011-04-20,0.96174765,0.99404436,1
681,2011-04-21,0.9451005,0.97819495,1
682,2011-04-25,-1.1299528,-0.9974248,0
683,2011-04-26,0.95391124,0.9865835,1
684,2011-04-27,0.6667059,0.7131406,1
685,2011-04-28,0.9662031,0.9982863,1
686,2011-04-29,0.9673426,0.99937123,1
687,2011-05-02,0.8603179,0.897475,0
688,2011-05-03,0.96068037,0.9930282,1
689,2011-05-04,-1.1017101,-0.97053546,0
690,2011-05-05,-1.0922695,-0.9615473,0
691,2011-05-06,0.95602876,0.98859954,1
692,2011-05-09,0.96304715,0.99528164,1
693,2011-05-10,0.9679645,0.9999633,1
694,2011-05-11,-1.0822532,-0.9520109,0
695,2011-05-12,0.9658347,0.9979356,1
696,2011-05-13,-0.5941031,-0.48725227,0
697,2011-05-16,-1.1325358,-0.9998841,0
698,2011-05-17,-1.0427637,-0.91441375,0
699,2011-05-18,0.9047459,0.93977404,1
700,2011-05-19,0.96716976,0.99920666,1
701,2011-05-20,-1.1300291,-0.99749756,0
702,2011-05-23,-0.9660656,-0.8413909,0
703,2011-05-24,-1.1194296,-0.9874059,0
704,2011-05-25,0.9679019,0.99990374,1
705,2011-05-26,0.96798295,0.9999809,1
706,2011-05-27,0.95170456,0.9844825,1
707,2011-05-31,0.9480357,0.9809895,1
708,2011-06-01,-1.015486,-0.8884432,0
709,2011-06-02,-1.036492,-0.9084426,0
710,2011-06-03,-1.1307583,-0.99819183,0
711,2011-06-06,-1.123178,-0.9909748,0
712,2011-06-07,0.6989788,0.74386704,0
713,2011-06-08,-1.1315908,-0.9989844,0
714,2011-06-09,0.9666964,0.998756,1
715,2011-06-10,-1.1326573,-0.9999997,0
716,2011-06-13,0.96688026,0.99893105,1
717,2011-06-14,0.9279702,0.96188545,1
718,2011-06-15,-1.1326476,-0.9999905,0
719,2011-06-16,0.9641873,0.99636716,1
720,2011-06-17,0.9629099,0.9951509,1
721,2011-06-20,0.949956,0.98281777,1
722,2011-06-21,0.967625,0.9996401,1
723,2011-06-22,-0.75776714,-0.6430738,0
724,2011-06-23,-0.9976728,-0.87148356,0
725,2011-06-24,-1.1326373,-0.9999807,0
726,2011-06-27,0.9667734,0.9988293,1
727,2011-06-28,0.88285893,0.9189359,1
728,2011-06-29,0.95822036,0.9906861,1
729,2011-06-30,0.9677629,0.99977136,1
730,2011-07-01,0.93829316,0.9717138,1
731,2011-07-05,-1.0196066,-0.8923663,0
732,2011-07-06,0.8571588,0.89446723,1
733,2011-07-07,0.96744496,0.9994687,1
734,2011-07-08,-1.0724713,-0.94269776,0
735,2011-07-11,-1.089603,-0.9590086,0
736,2011-07-12,-1.1139047,-0.9821457,0
737,2011-07-13,0.96797097,0.9999695,1
738,2011-07-14,-1.1073449,-0.97590023,0
739,2011-07-15,0.94914365,0.98204434,1
740,2011-07-18,-1.1293191,-0.99682146,0
741,2011-07-19,0.95000494,0.9828644,1
742,2011-07-20,-1.1324272,-0.9997807,0
743,2011-07-21,0.9279537,0.96186984,1
744,2011-07-22,-1.1297626,-0.9972438,0
745,2011-07-25,-1.1314422,-0.9988429,0
746,2011-07-26,-1.1325151,-0.9998643,0
747,2011-07-27,-1.131034,-0.9984543,0
748,2011-07-28,-1.1298836,-0.997359,0
749,2011-07-29,-1.1326432,-0.9999864,0
750,2011-08-01,-1.1287528,-0.9962824,0
751,2011-08-02,-1.122669,-0.9904901,0
752,2011-08-03,0.96522623,0.9973563,1
753,2011-08-04,-1.1018888,-0.9707056,0
754,2011-08-05,0.92545766,0.95949334,1
755,2011-08-08,-1.0817022,-0.95148647,0
756,2011-08-09,0.96516407,0.9972971,1
757,2011-08-10,-0.8992938,-0.7778187,0
758,2011-08-11,0.5810592,0.631598,1
759,2011-08-12,0.9676727,0.9996855,1
760,2011-08-15,0.96685714,0.99890906,1
761,2011-08-16,-1.0733705,-0.9435539,0
762,2011-08-17,0.9679872,0.9999849,1
763,2011-08-18,-1.1316819,-0.99907106,0
764,2011-08-19,-1.1123896,-0.98070323,0
765,2011-08-22,0.88651854,0.92242014,1
766,2011-08-23,0.3644264,0.42534593,1
767,2011-08-24,0.8880979,0.9239238,1
768,2011-08-25,-0.49062952,-0.388737,0
769,2011-08-26,0.96738416,0.9994108,1
770,2011-08-29,0.9531494,0.98585814,1
771,2011-08-30,0.9373851,0.9708492,1
772,2011-08-31,0.9168108,0.95126086,1
773,2011-09-01,-1.132657,-0.99999946,0
774,2011-09-02,-0.97666085,-0.85147846,0
775,2011-09-06,-1.0676382,-0.9380962,0
776,2011-09-07,0.9678174,0.99982333,1
777,2011-09-08,-1.1326575,-1.0,0
778,2011-09-09,0.21521349,0.28328305,0
779,2011-09-12,0.9174343,0.95185447,1
780,2011-09-13,0.9565813,0.9891256,1
781,2011-09-14,0.9678253,0.9998308,1
782,2011-09-15,0.8292049,0.8678529,1
783,2011-09-16,0.96708065,0.99912184,1
784,2011-09-19,-1.1003125,-0.96920484,0
785,2011-09-20,0.96797913,0.9999773,1
786,2011-09-21,-0.44951516,-0.34959278,0
787,2011-09-22,-1.0174811,-0.89034265,0
788,2011-09-23,0.96322316,0.9954492,1
789,2011-09-26,0.95517105,0.98778296,1
790,2011-09-27,0.71959937,0.7634995,1
791,2011-09-28,-1.1326553,-0.99999785,0
792,2011-09-29,0.93064874,0.9644357,1
793,2011-09-30,-1.1293056,-0.99680865,0
794,2011-10-03,-1.1316012,-0.99899435,0
795,2011-10-04,0.899289,0.93457866,1
796,2011-10-05,0.59712106,0.64689016,1
797,2011-10-06,0.96362484,0.9958316,1
798,2011-10-07,-0.6387676,-0.5297766,0
799,2011-10-10,0.96221536,0.99448967,1
800,2011-10-11,-1.1255512,-0.9932342,0
801,2011-10-12,0.9561169,0.98868346,1
802,2011-10-13,-1.1004283,-0.9693152,0
803,2011-10-14,0.87360597,0.9101263,1
804,2011-10-17,-1.1326237,-0.99996775,0
805,2011-10-18,0.9679679,0.9999666,1
806,2011-10-19,-1.1326568,-0.9999993,0
807,2011-10-20,0.96739966,0.99942553,1
808,2011-10-21,0.96640116,0.9984749,1
809,2011-10-24,0.9578387,0.99032277,1
810,2011-10-25,-1.1326575,-1.0,0
811,2011-10-26,0.9569831,0.98950815,1
812,2011-10-27,0.9507405,0.9835647,1
813,2011-10-28,0.9567091,0.98924726,1
814,2011-10-31,-1.1138761,-0.98211855,0
815,2011-11-01,-0.6746042,-0.5638959,0
816,2011-11-02,0.96609956,0.9981878,1
817,2011-11-03,0.83133644,0.8698823,1
818,2011-11-04,-1.132146,-0.999513,0
819,2011-11-07,0.9677068,0.999718,1
820,2011-11-08,0.9660341,0.99812543,1
821,2011-11-09,-1.132591,-0.99993664,0
822,2011-11-10,0.9679947,0.9999921,1
823,2011-11-11,0.9467388,0.97975475,1
824,2011-11-14,-1.1287116,-0.9962431,0
825,2011-11-15,0.91911143,0.9534512,1
826,2011-11-16,-1.1277215,-0.9953005,0
827,2011-11-17,-1.1240803,-0.99183375,0
828,2011-11-18,0.9276815,0.9616106,1
829,2011-11-21,-1.1319789,-0.9993539,0
830,2011-11-22,-1.1315305,-0.99892694,0
831,2011-11-23,-0.26961866,-0.17831665,0
832,2011-11-25,-1.0662271,-0.9367528,0
833,2011-11-28,0.96800274,0.99999976,1
834,2011-11-29,0.8772806,0.9136249,1
835,2011-11-30,0.9679487,0.99994826,1
836,2011-12-01,-1.1303596,-0.9978123,0
837,2011-12-02,-1.131774,-0.99915874,0
838,2011-12-05,0.96754783,0.9995666,1
839,2011-12-06,0.96796244,0.9999614,1
840,2011-12-07,0.90826815,0.9431276,1
841,2011-12-08,-1.1185888,-0.9866054,0
842,2011-12-09,0.8966386,0.93205523,1
843,2011-12-12,-1.1322545,-0.9996162,0
844,2011-12-13,-1.065775,-0.93632245,0
845,2011-12-14,-1.1252519,-0.9929492,0
846,2011-12-15,0.9635663,0.9957759,1
847,2011-12-16,-1.1325762,-0.9999226,0
848,2011-12-19,-1.1319937,-0.9993679,0
849,2011-12-20,0.9631947,0.9954221,1
850,2011-12-21,0.65023464,0.6974586,1
851,2011-12-22,0.9679221,0.99992293,1
852,2011-12-23,0.92810595,0.96201473,1
853,2011-12-27,-1.1059482,-0.97457045,0
854,2011-12-28,-1.1326385,-0.9999818,0
855,2011-12-29,0.86577064,0.90266645,1
856,2011-12-30,-1.1173837,-0.9854581,0
857,2012-01-03,0.95006084,0.9829176,1
858,2012-01-04,0.9639409,0.99613255,1
859,2012-01-05,-1.0218136,-0.8944676,0
860,2012-01-06,-1.1318117,-0.99919474,0
861,2012-01-09,0.9574597,0.9899619,1
862,2012-01-10,0.7462787,0.7889004,1
863,2012-01-11,-1.1271572,-0.99476326,0
864,2012-01-12,0.9618038,0.9940978,1
865,2012-01-13,-1.1110417,-0.9794199,0
866,2012-01-17,0.96728384,0.9993153,1
867,2012-01-18,0.9639244,0.9961168,1
868,2012-01-19,0.77537674,0.8166041,1
869,2012-01-20,0.9655892,0.9977019,1
870,2012-01-23,-1.0484991,-0.91987437,0
871,2012-01-24,-1.1323541,-0.9997111,0
872,2012-01-25,0.9074086,0.9423092,1
873,2012-01-26,-1.1014491,-0.970287,0
874,2012-01-27,-1.1301224,-0.9975863,0
875,2012-01-30,-1.1316822,-0.99907136,0
876,2012-01-31,-0.0038110125,0.07475388,0
877,2012-02-01,0.9676452,0.99965936,1
878,2012-02-02,-1.1307778,-0.9982104,0
879,2012-02-03,0.96590215,0.9979998,1
880,2012-02-06,-1.1168189,-0.9849204,0
881,2012-02-07,0.96665555,0.9987171,1
882,2012-02-08,0.96006674,0.99244404,1
883,2012-02-09,0.962585,0.9948416,1
884,2012-02-10,-1.1291815,-0.9966905,0
885,2012-02-13,0.9668957,0.9989458,1
886,2012-02-14,0.9679943,0.99999166,1
887,2012-02-15,-1.1326507,-0.9999935,0
888,2012-02-16,0.9646001,0.99676013,1
889,2012-02-17,0.9636236,0.9958304,1
890,2012-02-21,0.96702105,0.9990651,1
891,2012-02-22,-1.1257149,-0.9933901,0
892,2012-02-23,0.9670962,0.9991366,1
893,2012-02-24,-1.0967958,-0.9658567,0
894,2012-02-27,-1.12046,-0.988387,0
895,2012-02-28,0.9605851,0.99293756,1
896,2012-02-29,-1.1134994,-0.98175985,0
897,2012-03-01,0.96799946,0.9999966,1
898,2012-03-02,-1.1313274,-0.99873364,0
899,2012-03-05,-1.1241516,-0.99190164,0
900,2012-03-06,-1.132055,-0.9994263,0
901,2012-03-07,0.061874192,0.13729155,1
902,2012-03-08,0.9521957,0.9849502,1
903,2012-03-09,0.95959127,0.99199134,1
904,2012-03-12,0.9679231,0.99992394,1
905,2012-03-13,0.9679847,0.99998254,1
906,2012-03-14,0.96678656,0.9988418,1
907,2012-03-15,0.95755845,0.9900559,1
908,2012-03-16,-1.0398023,-0.91159433,0
909,2012-03-19,0.9659259,0.9980224,1
910,2012-03-20,-0.20121546,-0.11319125,0
911,2012-03-21,-1.1207771,-0.98868895,0
912,2012-03-22,-1.1290909,-0.99660426,0
913,2012-03-23,0.94826394,0.9812068,1
914,2012-03-26,0.9659709,0.99806523,1
915,2012-03-27,-1.0313524,-0.9035493,0
916,2012-03-28,-1.1279272,-0.99549633,0
917,2012-03-29,0.966743,0.99880034,1
918,2012-03-30,-0.8000721,-0.6833516,1
919,2012-04-02,0.96389073,0.99608475,1
920,2012-04-03,-1.1326575,-1.0,0
921,2012-04-04,-1.1199576,-0.98790854,0
922,2012-04-05,-0.96950024,-0.844661,0
923,2012-04-09,-1.1288291,-0.99635506,0
924,2012-04-10,-1.1133546,-0.981622,0
925,2012-04-11,0.9673053,0.9993357,1
926,2012-04-12,0.9563967,0.98894984,1
927,2012-04-13,-1.1204252,-0.9883538,0
928,2012-04-16,0.9678379,0.9998428,1
929,2012-04-17,0.96798617,0.99998397,1
930,2012-04-18,-1.1319368,-0.99931383,0
931,2012-04-19,-1.1245167,-0.9922492,0
932,2012-04-20,0.867251,0.90407586,1
933,2012-04-23,-1.123365,-0.9911527,0
934,2012-04-24,0.8668185,0.9036641,1
935,2012-04-25,0.9548957,0.98752075,1
936,2012-04-26,0.9588371,0.9912733,1
937,2012-04-27,0.9680025,0.9999995,1
938,2012-04-30,-1.1315126,-0.9989099,0
939,2012-05-01,0.9149261,0.94946647,1
940,2012-05-02,-1.1271521,-0.9947583,0
941,2012-05-03,-1.1325437,-0.9998916,0
942,2012-05-04,-1.075515,-0.9455957,0
943,2012-05-07,-1.0456957,-0.9172053,0
944,2012-05-08,-1.1326159,-0.99996036,0
945,2012-05-09,-1.1259521,-0.9936158,0
946,2012-05-10,0.9675719,0.99958956,1
947,2012-05-11,-1.1326575,-0.99999994,0
948,2012-05-14,-1.0638719,-0.9345104,0
949,2012-05-15,-1.1319999,-0.99937373,0
950,2012-05-16,-1.0831255,-0.9528414,0
951,2012-05-17,-1.1325736,-0.9999201,0
952,2012-05-18,-1.1296363,-0.9971236,0
953,2012-05-21,0.95469713,0.98733175,1
954,2012-05-22,-0.8911191,-0.77003574,0
955,2012-05-23,-0.29200286,-0.19962823,0
956,2012-05-24,0.96466273,0.9968198,1
957,2012-05-25,-1.1326022,-0.9999473,0
958,2012-05-29,0.9675113,0.99953187,1
959,2012-05-30,-0.92922026,-0.80631113,0
960,2012-05-31,-1.0869226,-0.9564566,0
961,2012-06-01,-1.1258996,-0.99356586,0
962,2012-06-04,-0.9545995,-0.83047426,0
963,2012-06-05,0.96702534,0.99906915,1
964,2012-06-06,0.92526567,0.9593106,1
965,2012-06-07,0.95878917,0.9912277,1
966,2012-06-08,0.96755314,0.9995717,1
967,2012-06-11,-1.1325119,-0.9998613,0
968,2012-06-12,0.96177685,0.9940722,1
969,2012-06-13,-1.1325105,-0.99986005,0
970,2012-06-14,0.87852067,0.91480553,1
971,2012-06-15,0.8994595,0.93474096,1
972,2012-06-18,-1.1326389,-0.99998236,0
973,2012-06-19,0.934001,0.96762735,1
974,2012-06-20,-0.54343057,-0.4390079,0
975,2012-06-21,-1.1326575,-1.0,0
976,2012-06-22,0.96730876,0.99933904,1
977,2012-06-25,-1.1319605,-0.9993363,0
978,2012-06-26,0.96795684,0.9999561,1
979,2012-06-27,0.96461105,0.99677056,1
980,2012-06-28,-1.0707822,-0.9410896,0
981,2012-06-29,0.9660141,0.99810636,1
982,2012-07-02,-1.1324857,-0.9998364,0
983,2012-07-03,0.9038634,0.93893385,1
984,2012-07-05,-1.1245275,-0.9922595,0
985,2012-07-06,-1.132593,-0.99993855,0
986,2012-07-09,-1.0228069,-0.8954133,0
987,2012-07-10,-1.1305027,-0.9979484,0
988,2012-07-11,-0.9362495,-0.81300354,0
989,2012-07-12,-1.1326079,-0.9999528,0
990,2012-07-13,0.9653371,0.99746186,1
991,2012-07-16,-1.1326575,-1.0,0
992,2012-07-17,0.9635773,0.9957863,1
993,2012-07-18,0.9674152,0.9994404,1
994,2012-07-19,0.8689238,0.9056685,1
995,2012-07-20,-1.1326575,-1.0,0
996,2012-07-23,-1.132657,-0.99999946,0
997,2012-07-24,-1.1316315,-0.9990232,0
998,2012-07-25,0.94973993,0.9826121,1
999,2012-07-26,0.9627728,0.9950204,1
1000,2012-07-27,0.9679676,0.9999663,1
1001,2012-07-30,-1.1314852,-0.99888384,0
1002,2012-07-31,-1.1318586,-0.99923927,0
1003,2012-08-01,-0.85568804,-0.7363025,0
1004,2012-08-02,-1.1325707,-0.9999173,0
1005,2012-08-03,0.96728456,0.999316,1
1006,2012-08-06,0.9642849,0.9964601,1
1007,2012-08-07,0.9648607,0.99700826,1
1008,2012-08-08,0.967981,0.999979,1
1009,2012-08-09,-0.8566314,-0.7372006,0
1010,2012-08-10,0.9670646,0.9991066,1
1011,2012-08-13,-1.0828247,-0.952555,0
1012,2012-08-14,0.8218291,0.8608305,1
1013,2012-08-15,-1.1326536,-0.99999624,0
1014,2012-08-16,0.9672039,0.9992392,1
1015,2012-08-17,0.4948973,0.54956484,1
1016,2012-08-20,-1.034879,-0.90690684,0
1017,2012-08-21,-0.6809047,-0.5698945,0
1018,2012-08-22,-1.1326575,-1.0,0
1019,2012-08-23,-1.0534807,-0.92461723,0
1020,2012-08-24,0.967849,0.9998534,1
1021,2012-08-27,-1.0905404,-0.9599011,0
1022,2012-08-28,-1.1288443,-0.9963695,0
1023,2012-08-29,0.9678154,0.99982136,1
1024,2012-08-30,-1.1239994,-0.9917567,0
1025,2012-08-31,0.95714575,0.989663,1
1026,2012-09-04,-1.0620109,-0.9327386,0
1027,2012-09-05,0.96327406,0.99549764,1
1028,2012-09-06,0.9677121,0.999723,1
1029,2012-09-07,0.9673789,0.9994058,1
1030,2012-09-10,-1.0422063,-0.9138831,0
1031,2012-09-11,0.9679614,0.99996036,1
1032,2012-09-12,0.9626027,0.99485844,1
1033,2012-09-13,0.962379,0.9946455,1
1034,2012-09-14,0.96718276,0.99921906,1
1035,2012-09-17,-1.1291124,-0.9966247,0
1036,2012-09-18,0.9680002,0.9999973,1
1037,2012-09-19,0.96472466,0.99687874,1
1038,2012-09-20,0.9605108,0.9928668,1
1039,2012-09-21,-1.1151369,-0.98331887,0
1040,2012-09-24,-1.1168725,-0.98497134,0
1041,2012-09-25,-1.1245627,-0.99229306,0
1042,2012-09-26,-0.9553618,-0.8312,0
1043,2012-09-27,0.9678096,0.9998159,1
1044,2012-09-28,-1.1253026,-0.99299747,0
1045,2012-10-01,0.9623667,0.9946338,1
1046,2012-10-02,-1.1297702,-0.997251,0
1047,2012-10-03,0.9643028,0.99647707,1
1048,2012-10-04,0.9432498,0.9764329,1
1049,2012-10-05,0.9668076,0.99886185,1
1050,2012-10-08,-1.1230134,-0.99081796,0
1051,2012-10-09,-1.131571,-0.99896556,0
1052,2012-10-10,-1.0008159,-0.87447596,0
1053,2012-10-11,-1.1125376,-0.98084426,0
1054,2012-10-12,0.929431,0.9632763,1
1055,2012-10-15,0.967856,0.99986005,1
1056,2012-10-16,0.9519978,0.9847618,1
1057,2012-10-17,0.96621406,0.9982968,1
1058,2012-10-18,-1.1273907,-0.9949855,0
1059,2012-10-19,-1.108881,-0.9773629,0
1060,2012-10-22,0.96760195,0.9996182,1
1061,2012-10-23,-1.1321067,-0.9994756,0
1062,2012-10-24,-0.9623738,-0.837876,0
1063,2012-10-25,0.9679835,0.9999814,1
1064,2012-10-26,0.9609673,0.99330145,1
1065,2012-10-31,-1.0478278,-0.9192353,0
1066,2012-11-01,0.9565768,0.9891213,1
1067,2012-11-02,-1.132604,-0.99994904,0
1068,2012-11-05,0.9650201,0.99716,1
1069,2012-11-06,0.94616187,0.9792054,1
1070,2012-11-07,-0.9680747,-0.84330374,0
1071,2012-11-08,-1.1326512,-0.99999404,0
1072,2012-11-09,0.8877988,0.92363906,1
1073,2012-11-12,-1.1246299,-0.99235696,0
1074,2012-11-13,-1.131832,-0.99921405,0
1075,2012-11-14,0.12232782,0.19484833,0
1076,2012-11-15,-1.1325799,-0.9999261,0
1077,2012-11-16,0.96680045,0.99885505,1
1078,2012-11-19,0.91389954,0.94848907,1
1079,2012-11-20,-1.0443951,-0.9159669,0
1080,2012-11-21,0.92801845,0.96193147,1
1081,2012-11-23,0.9674274,0.99945194,1
1082,2012-11-26,-1.132505,-0.99985474,0
1083,2012-11-27,-0.06278792,0.018603057,0
1084,2012-11-28,0.95716846,0.98968464,1
1085,2012-11-29,0.96789706,0.99989915,1
1086,2012-11-30,0.93450356,0.9681058,1
1087,2012-12-03,-0.779385,-0.66365576,0
1088,2012-12-04,-1.1252034,-0.99290293,0
1089,2012-12-05,0.94025284,0.9735796,1
1090,2012-12-06,0.9677486,0.99975777,1
1091,2012-12-07,0.9679274,0.999928,1
1092,2012-12-10,0.62398136,0.67246336,1
1093,2012-12-11,0.96453565,0.9966988,1
1094,2012-12-12,-1.1326562,-0.9999988,0
1095,2012-12-13,-0.7675189,-0.65235823,0
1096,2012-12-14,-1.097778,-0.9667918,0
1097,2012-12-17,0.96704316,0.99908614,1
1098,2012-12-18,0.96630305,0.9983815,1
1099,2012-12-19,-1.1229776,-0.99078393,0
1100,2012-12-20,0.9586152,0.99106205,1
1101,2012-12-21,-1.1246723,-0.9923974,0
1102,2012-12-24,-1.132657,-0.9999995,0
1103,2012-12-26,-1.1322294,-0.9995924,0
1104,2012-12-27,-1.0402122,-0.9119845,0
1105,2012-12-28,-1.132637,-0.99998045,0
1106,2012-12-31,0.93927664,0.9726502,1
1107,2013-01-02,0.94865704,0.98158103,1
1108,2013-01-03,-0.8583108,-0.7387996,0
1109,2013-01-04,0.9679785,0.99997663,1
1110,2013-01-07,-1.1315702,-0.9989648,0
1111,2013-01-08,-0.85787165,-0.73838145,0
1112,2013-01-09,0.9659213,0.998018,1
1113,2013-01-10,0.9669737,0.99902004,1
1114,2013-01-11,0.96548223,0.9976,1
1115,2013-01-14,0.96800274,0.99999976,1
1116,2013-01-15,0.96730214,0.9993327,1
1117,2013-01-16,-1.0662525,-0.936777,0
1118,2013-01-17,0.9436749,0.9768377,1
1119,2013-01-18,0.96556574,0.99767953,1
1120,2013-01-22,0.9574479,0.98995066,1
1121,2013-01-23,0.94032025,0.9736438,1
1122,2013-01-24,0.92398024,0.9580867,1
1123,2013-01-25,0.96787184,0.9998751,1
1124,2013-01-28,-1.1192945,-0.9872774,0
1125,2013-01-29,0.96799874,0.99999595,1
1126,2013-01-30,-1.0462025,-0.9176878,0
1127,2013-01-31,-1.1324214,-0.9997751,0
1128,2013-02-01,0.9673046,0.99933505,1
1129,2013-02-04,-1.1323714,-0.99972755,0
1130,2013-02-05,0.9520102,0.9847736,1
1131,2013-02-06,0.9623515,0.9946193,1
1132,2013-02-07,-1.101966,-0.9707792,0
1133,2013-02-08,0.9669175,0.9989665,1
1134,2013-02-11,-1.1311631,-0.9985772,0
1135,2013-02-12,0.9638505,0.9960465,1
1136,2013-02-13,-1.1325504,-0.99989796,0
1137,2013-02-14,-1.0887994,-0.9582435,0
1138,2013-02-15,0.9661768,0.99826133,1
1139,2013-02-19,0.96303844,0.99527335,1
1140,2013-02-20,-1.125873,-0.9935405,0
1141,2013-02-21,-1.1323178,-0.9996765,0
1142,2013-02-22,0.8788827,0.9151502,1
1143,2013-02-25,-1.131867,-0.9992474,0
1144,2013-02-26,0.84858733,0.8863065,1
1145,2013-02-27,0.96798414,0.99998206,1
1146,2013-02-28,-1.120293,-0.98822796,0
1147,2013-03-01,0.9668614,0.9989131,1
1148,2013-03-04,0.9552666,0.9878739,1
1149,2013-03-05,0.9592291,0.9916465,1
1150,2013-03-06,0.9600228,0.9924022,1
1151,2013-03-07,0.86569375,0.90259326,1
1152,2013-03-08,0.96063715,0.9929871,1
1153,2013-03-11,0.9548765,0.98750246,1
1154,2013-03-12,0.9360305,0.96955955,1
1155,2013-03-13,0.9629039,0.99514526,1
1156,2013-03-14,0.9624875,0.99474883,1
1157,2013-03-15,-1.1318733,-0.9992533,0
1158,2013-03-18,-1.132641,-0.99998426,0
1159,2013-03-19,0.9671842,0.99922043,1
1160,2013-03-20,0.9500665,0.982923,1
1161,2013-03-21,-1.0333519,-0.90545297,0
1162,2013-03-22,0.96376026,0.99596053,1
